,lat,lon,elevation_ft,precip_in,month,year
51458,35.63,120.69,700,0.12,May,2018
51459,35.63,120.69,700,0.12,May,2018
51460,39.75,121.62,1725,0.74,May,2018
51461,37.02,119.56,1296,0.04,May,2018
51462,33.36,116.86,5560,0.11,May,2018
51463,40.99,121.98,1458,1.56,May,2018
51464,40.99,121.98,1458,1.56,May,2018
51466,35.97,118.35,9150,0.43,May,2018
51467,33.82,116.50,474,0.00,May,2018
51468,36.63,121.93,27,0.12,May,2018
51469,36.17,121.38,5264,0.08,May,2018
51471,39.94,120.95,3420,2.22,May,2018
51472,39.94,120.95,3420,2.22,May,2018
51474,41.60,122.93,4238,1.74,May,2018
51475,40.15,122.25,353,1.22,May,2018
51477,40.52,122.30,502,1.01,May,2018
51478,39.67,123.32,2428,0.43,May,2018
51479,34.53,120.09,2610,0.39,May,2018
51482,40.57,122.42,740,1.20,May,2018
51483,36.11,118.64,6200,0.50,May,2018
51484,36.11,118.64,6200,0.50,May,2018
51486,35.67,121.05,3401,0.07,May,2018
51487,33.05,116.86,1420,0.22,May,2018
51489,39.13,120.95,1945,0.64,May,2018
51490,38.31,120.55,2720,0.42,May,2018
51491,38.48,122.71,599,0.12,May,2018
51493,33.95,117.39,839,0.39,May,2018
51494,34.05,116.82,7070,0.39,May,2018
51496,38.51,121.50,21,0.60,May,2018
51497,32.73,117.18,15,0.12,May,2018
51498,38.67,121.56,14,0.15,May,2018
51499,35.31,120.66,315,0.01,May,2018
51500,34.77,119.65,5300,0.11,May,2018
51501,37.14,121.97,1400,0.04,May,2018
51502,41.27,122.72,5900,2.76,May,2018
51503,40.49,124.10,36,0.90,May,2018
51504,36.99,121.99,130,0.04,May,2018
51506,36.06,118.92,692,0.65,May,2018
51507,36.06,118.92,692,0.65,May,2018
51508,40.17,122.80,3850,1.31,May,2018
51510,33.75,117.54,2800,0.07,May,2018
51511,39.58,120.37,4975,2.61,May,2018
51512,39.58,120.37,4975,2.61,May,2018
51513,37.62,122.38,13,0.01,May,2018
51514,37.77,122.43,150,0.04,May,2018
51515,39.58,122.53,800,0.17,May,2018
51516,39.13,120.75,3843,0.52,May,2018
51518,40.71,122.42,1075,2.25,May,2018
51519,40.71,122.42,1075,2.25,May,2018
51520,40.50,121.85,3630,1.12,May,2018
51521,37.32,121.47,2300,0.00,May,2018
51522,35.08,120.19,2080,0.00,May,2018
51523,36.57,118.96,4340,0.19,May,2018
51524,38.68,120.12,7100,1.86,May,2018
51525,41.78,122.47,2644,1.24,May,2018
51526,37.35,121.90,67,0.00,May,2018
51528,36.33,120.53,4840,0.06,May,2018
51529,38.72,120.57,3530,1.16,May,2018
51530,38.72,120.57,3530,1.16,May,2018
51531,37.05,121.05,350,0.00,May,2018
51532,41.05,122.48,5700,2.16,May,2018
51534,41.39,123.49,915,0.50,May,2018
51535,34.51,119.82,2300,0.52,May,2018
51536,34.51,119.82,2300,0.52,May,2018
51537,34.30,119.04,1020,0.00,May,2018
51538,36.08,120.61,3920,0.28,May,2018
51540,35.37,120.64,1100,0.00,May,2018
51542,38.56,121.42,49,0.42,May,2018
51543,38.56,121.42,49,0.42,May,2018
51544,34.90,120.45,254,0.00,May,2018
51545,33.68,117.87,50,0.08,May,2018
51546,35.80,120.88,800,0.00,May,2018
51547,36.66,121.67,45,0.09,May,2018
51548,39.42,122.98,1725,0.51,May,2018
51549,39.33,120.37,6885,2.83,May,2018
51550,37.97,120.39,1675,0.13,May,2018
51551,37.17,118.57,9580,2.40,May,2018
51552,37.17,118.57,9580,2.40,May,2018
51553,38.67,119.82,6115,2.70,May,2018
51554,38.49,122.48,310,0.19,May,2018
51556,38.13,120.37,1060,0.24,May,2018
51557,38.31,119.60,8827,1.20,May,2018
51560,38.21,120.46,2370,0.41,May,2018
51561,36.35,120.60,4650,0.05,May,2018
51563,33.74,117.87,135,0.11,May,2018
51565,37.31,122.00,174,0.00,May,2018
51567,32.84,117.03,300,0.16,May,2018
51568,38.49,122.54,1780,0.20,May,2018
51569,41.17,121.93,5400,1.80,May,2018
51571,39.59,122.53,800,0.21,May,2018
51572,39.47,120.10,5690,3.20,May,2018
51573,38.44,122.70,174,0.13,May,2018
51574,39.56,121.11,3808,0.46,May,2018
51575,39.56,121.11,3808,0.46,May,2018
51577,41.30,123.13,2192,0.61,May,2018
51578,34.58,119.08,4800,0.51,May,2018
51579,33.11,116.67,2990,0.29,May,2018
51580,35.66,120.92,970,0.01,May,2018
51582,39.17,120.14,6230,2.57,May,2018
51583,39.89,122.52,720,0.36,May,2018
51585,40.82,122.66,3870,0.76,May,2018
51587,39.17,120.15,6790,2.60,May,2018
51588,39.30,122.65,4000,1.23,May,2018
51589,39.33,120.19,6020,2.39,May,2018
51590,39.33,120.19,6020,2.39,May,2018
51592,38.03,120.35,3730,0.12,May,2018
51593,36.41,119.00,752,0.03,May,2018
51594,36.41,119.00,752,0.03,May,2018
51595,37.16,119.20,7613,0.24,May,2018
51596,36.55,121.63,2338,0.35,May,2018
51598,35.86,121.32,3350,0.12,May,2018
51599,37.68,121.35,135,0.00,May,2018
51600,36.47,118.86,1140,0.04,May,2018
51601,40.73,122.79,1860,0.83,May,2018
51602,41.96,121.47,4035,2.25,May,2018
51603,34.98,120.32,692,0.00,May,2018
51604,38.71,120.04,8000,1.28,May,2018
51606,39.13,123.20,626,0.05,May,2018
51607,34.15,116.69,8600,0.24,May,2018
51608,37.16,121.90,3090,0.28,May,2018
51609,37.22,121.68,735,0.00,May,2018
51610,37.07,121.69,489,0.00,May,2018
51611,37.09,121.80,1099,0.00,May,2018
51613,38.07,119.23,9445,2.50,May,2018
51614,35.86,120.60,1476,0.00,May,2018
51615,36.33,119.30,325,0.00,May,2018
51616,38.61,123.02,1260,0.08,May,2018
51618,40.46,121.87,2220,1.06,May,2018
51620,39.81,120.19,4950,2.74,May,2018
51621,34.27,119.21,280,0.03,May,2018
51623,35.60,119.35,345,0.00,May,2018
51625,34.69,119.66,6360,0.47,May,2018
51626,37.45,119.69,4880,0.76,May,2018
51627,38.69,121.79,70,0.10,May,2018
51628,38.69,121.79,70,0.10,May,2018
51629,40.73,122.94,2040,1.93,May,2018
51630,40.73,122.94,2040,1.93,May,2018
51631,41.48,122.45,2930,1.89,May,2018
51632,34.24,118.02,4000,0.12,May,2018
51633,39.30,123.29,1851,0.12,May,2018
51635,39.02,122.41,2085,0.23,May,2018
51636,40.62,121.90,2499,1.20,May,2018
51637,40.95,123.64,461,0.59,May,2018
51641,40.61,122.53,1295,2.05,May,2018
51642,38.47,120.37,1950,0.53,May,2018
51644,36.93,121.77,95,0.04,May,2018
51645,41.37,122.64,2625,2.25,May,2018
51646,37.51,119.65,5120,0.63,May,2018
51647,37.75,119.59,3966,0.78,May,2018
51649,37.09,119.51,2090,0.00,Jun,2018
51651,37.90,122.53,2,0.00,Jun,2018
51652,40.98,124.11,223,0.48,Jun,2018
51653,41.23,120.79,6190,0.30,Jun,2018
51654,41.19,120.94,4195,0.19,Jun,2018
51655,38.88,121.05,1200,0.00,Jun,2018
51656,40.19,123.59,1059,0.10,Jun,2018
51657,34.33,118.55,2780,0.00,Jun,2018
51658,41.49,120.55,4400,0.32,Jun,2018
51659,39.16,120.24,6910,0.05,Jun,2018
51660,37.17,121.63,645,0.00,Jun,2018
51661,38.57,122.44,1715,0.00,Jun,2018
51662,38.57,122.44,1715,0.00,Jun,2018
51663,36.19,121.64,3368,0.00,Jun,2018
51664,40.18,120.61,4960,0.44,Jun,2018
51665,37.23,121.98,449,0.00,Jun,2018
51667,38.28,120.31,4700,0.00,Jun,2018
51669,36.49,118.83,1708,0.00,Jun,2018
51671,34.45,118.20,2600,0.00,Jun,2018
51672,41.53,120.67,5049,0.31,Jun,2018
51673,36.46,118.63,6400,0.08,Jun,2018
51674,36.46,118.63,6400,0.08,Jun,2018
51675,38.91,121.08,1292,0.00,Jun,2018
51678,39.13,121.45,113,0.00,Jun,2018
51679,35.16,120.28,1500,0.12,Jun,2018
51680,34.89,117.02,2320,0.00,Jun,2018
51681,37.29,119.53,3400,0.00,Jun,2018
51682,34.92,119.92,5120,0.00,Jun,2018
51683,34.24,116.90,6760,0.00,Jun,2018
51685,38.21,119.01,8370,0.00,Jun,2018
51686,41.05,120.34,5927,0.35,Jun,2018
51687,40.62,122.57,1300,0.00,Jun,2018
51688,38.59,120.93,905,0.00,Jun,2018
51689,35.43,119.05,497,0.00,Jun,2018
51690,37.21,119.97,450,0.00,Jun,2018
51691,37.37,118.36,4108,0.00,Jun,2018
51692,33.92,117.90,340,0.00,Jun,2018
51693,36.26,121.78,200,0.00,Jun,2018
51694,39.85,121.24,5750,0.08,Jun,2018
51695,38.74,122.15,355,0.00,Jun,2018
51696,38.45,120.03,7200,0.00,Jun,2018
51699,33.61,114.71,395,0.00,Jun,2018
51700,38.38,120.19,6500,0.00,Jun,2018
51701,37.07,119.40,4720,0.00,Jun,2018
51702,33.00,116.84,1280,0.00,Jun,2018
51703,37.38,120.28,319,0.00,Jun,2018
51704,39.38,121.39,839,0.00,Jun,2018
51705,38.99,123.35,644,0.01,Jun,2018
51706,39.39,120.09,5575,0.16,Jun,2018
51707,39.45,120.66,5385,0.50,Jun,2018
51708,40.60,121.08,5686,0.63,Jun,2018
51710,38.26,119.23,6470,0.00,Jun,2018
51711,38.07,121.21,59,0.00,Jun,2018
51712,35.18,120.08,3770,0.11,Jun,2018
51713,39.92,121.35,1850,0.07,Jun,2018
51714,39.92,121.35,1850,0.07,Jun,2018
51715,40.87,121.85,3800,0.00,Jun,2018
51717,41.68,122.60,3090,0.38,Jun,2018
51718,37.17,121.76,550,0.00,Jun,2018
51719,36.39,121.55,1824,0.00,Jun,2018
51721,40.17,121.09,4560,0.09,Jun,2018
51722,35.10,119.77,2400,0.00,Jun,2018
51723,40.60,121.85,2840,1.44,Jun,2018
51724,38.88,123.05,350,0.00,Jun,2018
51725,41.58,120.30,7030,0.60,Jun,2018
51726,41.78,124.24,56,0.70,Jun,2018
51727,41.53,120.17,4670,0.50,Jun,2018
51728,40.28,121.23,4525,0.40,Jun,2018
51729,40.30,121.24,4530,0.27,Jun,2018
51732,39.69,121.82,185,0.00,Jun,2018
51733,37.97,119.92,4765,0.00,Jun,2018
51734,36.31,121.57,5040,0.00,Jun,2018
51735,39.71,121.78,237,0.00,Jun,2018
51736,40.64,122.73,3300,0.00,Jun,2018
51738,39.33,121.19,595,0.00,Jun,2018
51739,41.30,122.82,3911,0.04,Jun,2018
51740,38.25,120.84,658,0.00,Jun,2018
51741,37.76,119.82,6634,0.00,Jun,2018
51742,36.14,120.36,670,0.00,Jun,2018
51743,34.35,118.42,4000,0.08,Jun,2018
51744,37.25,119.71,2230,0.00,Jun,2018
51745,33.26,115.45,100,0.00,Jun,2018
51746,37.26,121.65,2998,0.00,Jun,2018
51747,37.18,121.54,2739,0.00,Jun,2018
51748,39.10,120.96,2400,0.00,Jun,2018
51751,41.98,122.34,2703,0.44,Jun,2018
51752,39.83,123.08,1514,0.00,Jun,2018
51753,39.13,123.07,3355,0.03,Jun,2018
51754,37.09,121.54,802,0.00,Jun,2018
51755,38.71,120.04,7980,0.00,Jun,2018
51757,34.02,118.29,185,0.00,Jun,2018
51758,34.02,118.29,185,0.00,Jun,2018
51761,39.94,122.17,289,0.03,Jun,2018
51765,34.11,118.94,1700,0.08,Jun,2018
51766,41.98,123.61,3970,0.67,Jun,2018
51767,34.44,118.61,1005,0.00,Jun,2018
51768,39.87,121.77,1733,0.02,Jun,2018
51769,40.32,122.88,3400,0.00,Jun,2018
51770,38.20,120.37,3360,0.00,Jun,2018
51771,34.93,119.61,2275,0.00,Jun,2018
51772,34.85,116.79,1922,0.00,Jun,2018
51774,38.53,121.78,60,0.00,Jun,2018
51775,37.33,121.30,1861,0.00,Jun,2018
51776,38.41,122.47,555,0.00,Jun,2018
51777,40.70,122.09,1300,0.00,Jun,2018
51778,39.87,121.61,2710,0.00,Jun,2018
51779,39.87,121.61,2710,0.00,Jun,2018
51780,36.46,116.86,-194,0.00,Jun,2018
51781,39.30,120.83,4455,0.00,Jun,2018
51782,36.91,119.09,1720,0.00,Jun,2018
51783,36.91,119.09,1720,0.00,Jun,2018
51784,39.33,120.28,5924,0.00,Jun,2018
51786,39.26,120.77,3400,0.00,Jun,2018
51789,37.55,120.46,230,0.00,Jun,2018
51791,41.18,122.28,2170,0.07,Jun,2018
51792,34.22,117.40,2080,0.00,Jun,2018
51793,40.35,122.45,550,0.00,Jun,2018
51794,39.88,120.48,5768,0.60,Jun,2018
51795,39.56,120.82,2915,0.50,Jun,2018
51797,38.55,119.80,8765,0.00,Jun,2018
51798,39.65,122.72,4465,0.00,Jun,2018
51799,39.83,123.08,1500,0.02,Jun,2018
51800,35.98,118.63,6700,0.15,Jun,2018
51801,35.98,118.63,6700,0.15,Jun,2018
51802,40.81,124.16,20,0.70,Jun,2018
51805,37.93,119.23,9645,0.00,Jun,2018
51806,32.88,116.81,800,0.00,Jun,2018
51807,32.88,116.81,800,0.00,Jun,2018
51810,33.67,117.33,1285,0.00,Jun,2018
51811,38.24,120.51,2559,0.00,Jun,2018
51812,37.30,121.74,450,0.00,Jun,2018
51813,37.59,120.27,879,0.00,Jun,2018
51814,37.59,120.27,879,0.00,Jun,2018
51815,36.78,119.72,372,0.00,Jun,2018
51816,39.52,121.27,2840,0.00,Jun,2018
51817,36.90,119.50,920,0.00,Jun,2018
51818,38.52,120.71,2160,0.00,Jun,2018
51819,38.52,120.71,2160,0.00,Jun,2018
51821,38.27,122.07,40,0.00,Jun,2018
51822,34.75,120.01,3200,0.00,Jun,2018
51823,36.01,121.24,1150,0.00,Jun,2018
51825,38.93,120.05,6236,0.00,Jun,2018
51826,37.27,118.96,7200,0.00,Jun,2018
51827,32.85,116.86,880,0.00,Jun,2018
51828,41.02,121.44,3310,0.10,Jun,2018
51829,34.70,118.43,3060,0.00,Jun,2018
51830,41.86,120.15,4500,0.35,Jun,2018
51831,41.60,122.85,2725,0.04,Jun,2018
51832,38.51,123.24,112,0.00,Jun,2018
51833,36.99,119.69,581,0.00,Jun,2018
51834,36.99,119.69,660,0.00,Jun,2018
51835,39.81,121.32,5150,0.12,Jun,2018
51836,39.01,120.85,3020,0.00,Jun,2018
51837,41.88,124.14,0,0.84,Jun,2018
51838,35.89,118.92,800,0.00,Jun,2018
51839,40.22,123.63,217,0.04,Jun,2018
51840,41.85,123.97,384,0.97,Jun,2018
51841,41.85,123.97,384,0.97,Jun,2018
51842,33.80,116.48,320,0.00,Jun,2018
51843,39.67,120.62,6920,0.40,Jun,2018
51844,37.24,121.87,184,0.00,Jun,2018
51845,37.75,119.13,8970,0.00,Jun,2018
51846,38.92,120.79,3011,0.00,Jun,2018
51847,36.53,121.27,2343,0.00,Jun,2018
51850,39.16,120.86,3320,0.00,Jun,2018
51851,35.73,118.70,3140,0.00,Jun,2018
51852,37.83,120.50,999,0.00,Jun,2018
51853,36.96,121.61,754,0.00,Jun,2018
51855,39.20,121.07,2400,0.00,Jun,2018
51857,41.13,122.28,4800,0.16,Jun,2018
51858,36.74,118.96,6600,0.00,Jun,2018
51859,32.80,116.92,533,0.00,Jun,2018
51862,37.82,120.10,3145,0.00,Jun,2018
51864,37.27,119.54,4520,0.00,Jun,2018
51865,37.19,121.89,1680,0.00,Jun,2018
51866,40.93,121.54,3015,0.03,Jun,2018
51867,40.93,121.54,3015,0.03,Jun,2018
51868,33.24,116.76,2750,0.00,Jun,2018
51869,36.37,118.65,8500,0.18,Jun,2018
51870,38.41,122.37,110,0.00,Jun,2018
51871,36.38,120.85,3500,0.00,Jun,2018
51872,36.14,117.95,3825,0.00,Jun,2018
51873,37.96,119.78,3870,0.00,Jun,2018
51874,38.85,119.94,7776,0.00,Jun,2018
51875,37.10,119.88,2580,0.01,Jun,2018
51878,36.32,119.63,242,0.00,Jun,2018
51879,39.24,121.27,800,0.00,Jun,2018
51880,39.24,121.27,800,0.00,Jun,2018
51881,40.12,121.37,6500,0.40,Jun,2018
51882,37.23,119.22,7020,0.12,Jun,2018
51883,37.23,119.22,7020,0.12,Jun,2018
51884,33.07,117.11,327,0.00,Jun,2018
51885,36.85,121.42,275,0.00,Jun,2018
51886,40.24,124.13,370,0.08,Jun,2018
51888,41.80,123.38,1120,0.72,Jun,2018
51889,40.90,122.25,3200,0.00,Jun,2018
51890,36.18,118.62,7100,0.23,Jun,2018
51891,36.18,118.62,7100,0.23,Jun,2018
51892,38.73,122.84,2024,0.01,Jun,2018
51893,40.55,123.17,2323,0.00,Jun,2018
51894,39.49,120.28,6456,0.20,Jun,2018
51895,39.45,120.29,7003,0.30,Jun,2018
51896,39.45,120.29,7003,0.30,Jun,2018
51898,36.80,118.20,3950,0.00,Jun,2018
51899,39.08,122.53,1480,0.00,Jun,2018
51900,32.83,115.58,0,0.00,Jun,2018
51901,35.63,118.48,2515,0.02,Jun,2018
51902,35.63,118.48,2515,0.02,Jun,2018
51906,37.22,121.93,755,0.00,Jun,2018
51907,41.33,120.47,4372,0.29,Jun,2018
51910,36.27,121.07,431,0.00,Jun,2018
51911,32.83,117.13,455,0.00,Jun,2018
51913,36.21,121.13,320,0.00,Jun,2018
51914,38.86,122.42,2550,0.00,Jun,2018
51915,40.13,120.72,7300,0.52,Jun,2018
51916,35.76,118.43,2720,0.00,Jun,2018
51918,36.03,120.06,810,0.00,Jun,2018
51919,35.78,118.44,2703,0.00,Jun,2018
51922,37.21,118.61,9065,0.00,Jun,2018
51925,33.94,118.39,97,0.00,Jun,2018
51926,32.84,116.90,554,0.00,Jun,2018
51927,38.32,122.63,1800,0.00,Jun,2018
51929,36.60,118.73,6735,0.00,Jun,2018
51930,39.87,123.72,700,0.04,Jun,2018
51931,36.38,119.03,513,0.00,Jun,2018
51934,37.96,119.12,6797,0.00,Jun,2018
51935,37.20,121.99,665,0.00,Jun,2018
51936,33.81,118.15,31,0.00,Jun,2018
51938,36.20,119.06,420,0.00,Jun,2018
51940,37.11,121.84,3788,0.00,Jun,2018
51941,32.77,117.02,530,0.00,Jun,2018
51943,38.44,119.37,9233,0.00,Jun,2018
51945,37.05,120.87,120,0.00,Jun,2018
51946,34.21,119.14,63,0.00,Jun,2018
51947,36.39,121.67,1058,0.00,Jun,2018
51948,39.68,120.99,5000,0.61,Jun,2018
51949,35.38,120.19,1633,0.00,Jun,2018
51950,40.87,122.39,1100,0.32,Jun,2018
51951,40.34,121.71,4159,0.98,Jun,2018
51952,35.57,121.08,80,0.00,Jun,2018
51953,34.49,119.05,4520,0.00,Jun,2018
51955,38.30,119.55,7205,0.00,Jun,2018
51956,35.90,121.09,795,0.00,Jun,2018
51957,40.32,123.37,2760,0.08,Jun,2018
51959,37.29,120.51,153,0.00,Jun,2018
51961,41.25,122.14,3280,0.00,Jun,2018
51962,41.13,122.07,2690,0.15,Jun,2018
51964,38.34,122.20,1000,0.00,Jun,2018
51965,38.50,121.04,185,0.00,Jun,2018
51966,37.35,121.63,4198,0.00,Jun,2018
51967,37.35,121.63,4198,0.00,Jun,2018
51968,41.32,122.32,3590,0.02,Jun,2018
51969,40.35,121.61,4875,1.07,Jun,2018
51970,40.35,121.61,4875,1.07,Jun,2018
51972,38.69,119.78,5501,0.00,Jun,2018
51974,36.11,121.53,3288,0.00,Jun,2018
51975,40.54,121.58,5750,1.45,Jun,2018
51977,37.49,119.99,2100,0.00,Jun,2018
51978,37.49,119.99,2100,0.00,Jun,2018
51980,40.18,123.78,218,0.16,Jun,2018
51981,37.06,121.60,260,0.00,Jun,2018
51982,41.78,122.04,4250,0.39,Jun,2018
51983,37.01,121.70,1822,0.04,Jun,2018
51984,36.19,120.76,2794,0.00,Jun,2018
51985,38.39,120.65,2967,0.00,Jun,2018
51986,40.72,123.29,3400,0.00,Jun,2018
51987,34.23,118.07,5733,0.00,Jun,2018
51988,35.76,120.89,825,0.00,Jun,2018
51989,36.69,121.62,80,0.00,Jun,2018
51990,38.43,122.25,1660,0.00,Jun,2018
51991,35.79,121.09,800,0.00,Jun,2018
51992,35.02,120.47,305,0.00,Jun,2018
51993,35.20,120.46,550,0.00,Jun,2018
51994,38.00,120.49,960,0.00,Jun,2018
51995,37.95,120.53,1400,0.00,Jun,2018
51996,37.23,119.51,2630,0.00,Jun,2018
51997,38.31,122.29,20,0.00,Jun,2018
51998,34.51,119.23,4100,0.24,Jun,2018
51999,38.28,122.26,35,0.00,Jun,2018
52000,37.34,119.35,5150,0.00,Jun,2018
52001,39.25,121.00,2781,0.00,Jun,2018
52002,33.21,117.35,30,0.00,Jun,2018
52003,33.21,117.35,30,0.00,Jun,2018
52004,40.42,122.74,1300,0.08,Jun,2018
52005,37.15,121.42,1696,0.00,Jun,2018
52006,41.84,122.85,1953,0.06,Jun,2018
52008,39.75,122.20,254,0.00,Jun,2018
52009,41.30,123.53,354,0.36,Jun,2018
52010,39.53,121.52,900,0.00,Jun,2018
52011,41.30,124.05,5,0.88,Jun,2018
52012,41.31,123.53,400,0.36,Jun,2018
52018,36.61,120.88,1400,0.00,Jun,2018
52020,38.76,120.50,3440,0.00,Jun,2018
52021,38.76,120.50,3440,0.00,Jun,2018
52022,37.25,119.46,5150,0.00,Jun,2018
52023,38.58,122.63,1124,0.00,Jun,2018
52024,36.83,119.32,615,0.03,Jun,2018
52025,36.83,119.32,615,0.03,Jun,2018
52026,38.40,120.63,2440,0.00,Jun,2018
52029,35.90,120.43,1525,0.00,Jun,2018
52030,38.70,120.82,1850,0.00,Jun,2018
52031,40.44,122.83,2452,0.01,Jun,2018
52032,40.21,121.16,4520,0.16,Jun,2018
52033,40.29,122.87,3500,0.02,Jun,2018
52034,36.40,121.72,2610,0.00,Jun,2018
52035,39.37,123.13,1440,0.00,Jun,2018
52036,37.40,119.52,6900,0.04,Jun,2018
52037,39.81,120.47,4850,0.67,Jun,2018
52038,39.75,121.62,1725,0.00,Jun,2018
52039,37.02,119.56,1296,0.00,Jun,2018
52040,33.36,116.86,5560,0.00,Jun,2018
52041,40.99,121.98,1458,0.05,Jun,2018
52042,40.99,121.98,1458,0.05,Jun,2018
52044,35.97,118.35,9150,0.17,Jun,2018
52045,33.82,116.50,474,0.00,Jun,2018
52046,39.38,120.14,5760,0.29,Jun,2018
52047,39.38,120.14,5760,0.29,Jun,2018
52048,36.63,121.93,27,0.00,Jun,2018
52049,36.17,121.38,5264,0.00,Jun,2018
52051,39.94,120.95,3420,0.45,Jun,2018
52052,39.94,120.95,3420,0.45,Jun,2018
52053,39.93,120.95,3408,0.55,Jun,2018
52055,41.60,122.93,4238,0.05,Jun,2018
52056,40.15,122.25,353,0.10,Jun,2018
52058,40.52,122.30,502,0.00,Jun,2018
52059,39.67,123.32,2428,0.00,Jun,2018
52060,34.53,120.09,2610,0.08,Jun,2018
52062,40.57,122.42,740,0.00,Jun,2018
52063,36.11,118.64,6200,0.09,Jun,2018
52064,36.11,118.64,6200,0.09,Jun,2018
52066,35.67,121.05,3401,0.00,Jun,2018
52067,33.05,116.86,1420,0.00,Jun,2018
52069,39.13,120.95,1945,0.00,Jun,2018
52070,38.48,122.71,599,0.00,Jun,2018
52072,40.12,121.04,6100,0.36,Jun,2018
52073,33.95,117.39,839,0.00,Jun,2018
52074,34.05,116.82,7070,0.00,Jun,2018
52076,38.51,121.50,21,0.00,Jun,2018
52077,32.73,117.18,15,0.00,Jun,2018
52078,38.67,121.56,14,0.00,Jun,2018
52079,34.42,119.68,5,0.00,Jun,2018
52080,35.31,120.66,315,0.00,Jun,2018
52081,34.77,119.65,5300,0.00,Jun,2018
52082,34.10,117.27,1042,0.00,Jun,2018
52083,37.14,121.97,1400,0.12,Jun,2018
52084,41.27,122.72,5900,0.48,Jun,2018
52085,40.49,124.10,36,0.27,Jun,2018
52086,36.99,121.99,130,0.03,Jun,2018
52088,40.17,122.80,3850,0.01,Jun,2018
52090,33.75,117.54,2800,0.00,Jun,2018
52091,39.58,120.37,4975,0.54,Jun,2018
52092,39.58,120.37,4975,0.54,Jun,2018
52093,38.17,120.10,5100,0.00,Jun,2018
52094,37.62,122.38,13,0.00,Jun,2018
52095,37.77,122.43,150,0.01,Jun,2018
52096,39.58,122.53,800,0.00,Jun,2018
52097,39.13,120.75,3843,0.00,Jun,2018
52099,40.71,122.42,1075,0.00,Jun,2018
52100,40.71,122.42,1075,0.00,Jun,2018
52101,40.50,121.85,3630,0.36,Jun,2018
52102,37.32,121.47,2300,0.00,Jun,2018
52103,35.08,120.19,2080,0.00,Jun,2018
52104,36.57,118.96,4340,0.00,Jun,2018
52105,41.78,122.47,2644,0.30,Jun,2018
52106,36.76,121.49,2838,0.04,Jun,2018
52107,37.35,121.90,67,0.00,Jun,2018
52109,38.50,119.94,7750,0.00,Jun,2018
52110,38.72,120.57,3530,0.12,Jun,2018
52111,38.72,120.57,3530,0.12,Jun,2018
52112,37.05,121.05,350,0.00,Jun,2018
52113,41.05,122.48,5700,0.16,Jun,2018
52115,41.39,123.49,915,0.48,Jun,2018
52116,34.51,119.82,2300,0.14,Jun,2018
52117,34.51,119.82,2300,0.14,Jun,2018
52118,34.30,119.04,1020,0.00,Jun,2018
52121,35.37,120.64,1100,0.00,Jun,2018
52123,38.56,121.42,49,0.00,Jun,2018
52124,38.56,121.42,49,0.00,Jun,2018
52125,34.90,120.45,254,0.00,Jun,2018
52126,33.68,117.87,50,0.00,Jun,2018
52127,35.80,120.88,800,0.00,Jun,2018
52128,36.66,121.67,45,0.00,Jun,2018
52129,39.42,122.98,1725,0.00,Jun,2018
52130,39.33,120.37,6885,0.04,Jun,2018
52131,37.97,120.39,1675,0.00,Jun,2018
52132,37.17,118.57,9580,0.00,Jun,2018
52133,37.17,118.57,9580,0.00,Jun,2018
52134,38.67,119.82,6115,0.00,Jun,2018
52135,38.49,122.48,310,0.00,Jun,2018
52137,38.13,120.37,1060,0.00,Jun,2018
52138,38.31,119.60,8827,0.00,Jun,2018
52141,36.35,120.60,4650,0.00,Jun,2018
52143,33.74,117.87,135,0.00,Jun,2018
52145,32.84,117.03,300,0.00,Jun,2018
52146,38.49,122.54,1780,0.00,Jun,2018
52147,41.17,121.93,5400,0.00,Jun,2018
52149,39.59,122.53,800,0.00,Jun,2018
52150,39.47,120.10,5690,0.11,Jun,2018
52151,38.44,122.70,174,0.00,Jun,2018
52152,39.56,121.11,3808,0.08,Jun,2018
52153,39.56,121.11,3808,0.08,Jun,2018
52155,41.30,123.13,2192,0.15,Jun,2018
52156,34.58,119.08,4800,0.00,Jun,2018
52157,33.11,116.67,2990,0.00,Jun,2018
52158,35.66,120.92,970,0.00,Jun,2018
52160,39.17,120.14,6230,0.00,Jun,2018
52161,39.89,122.52,720,0.08,Jun,2018
52163,40.82,122.66,3870,0.24,Jun,2018
52165,39.33,120.19,6020,0.00,Jun,2018
52166,39.33,120.19,6020,0.00,Jun,2018
52168,38.03,120.35,3730,0.00,Jun,2018
52169,36.41,119.00,752,0.01,Jun,2018
52170,36.41,119.00,752,0.01,Jun,2018
52171,36.55,121.63,2338,0.00,Jun,2018
52173,35.86,121.32,3350,0.00,Jun,2018
52174,37.68,121.35,135,0.00,Jun,2018
52175,36.47,118.86,1140,0.00,Jun,2018
52176,41.96,121.47,4035,0.37,Jun,2018
52177,34.98,120.32,692,0.00,Jun,2018
52178,38.71,120.04,8000,0.00,Jun,2018
52180,40.92,122.82,4000,0.00,Jun,2018
52181,39.13,123.20,626,0.00,Jun,2018
52182,34.15,116.69,8600,0.00,Jun,2018
52183,37.16,121.90,3090,0.08,Jun,2018
52184,37.22,121.68,735,0.00,Jun,2018
52185,37.07,121.69,489,0.00,Jun,2018
52186,37.09,121.80,1099,0.08,Jun,2018
52187,39.52,120.04,7320,0.19,Jun,2018
52189,35.86,120.60,1476,0.00,Jun,2018
